age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,salary
45,no,travel frequently,1032.4872861766066,,7,3,life sciences,1,118,1,0,129.06091077207583,3,3, laboratory technician ,1,unknown,8339.32,21682.23,1,y,,18,3,1,part time,1,24.0,2,3,24,,9,11,8339.32,1978,100071.84,,,True,
39,no,,1760.9841269841272,,10,1,,1,119,3,0,220.1230158730159,3,4, manager ,1,married,14223.333333333334,36980.67,1,,,14,,4,full time,0,21.0,3,3,21,,11,10,,1984,170680.0,,,True,
31,no,,922.6904761904764,,7,2,,1,120,3,1,115.33630952380955,2,3, manufacturing director ,3,married,7452.5,19376.5,1,,no,24,4,1,part time,1,10.0,2,3,10,,8,9,7452.5,1992,89430.0,,,False,
39,no,,1988.3809523809523, research & development ,7,2,,1,121,3,0,248.54761904761904,2,5, manager ,4,married,16060.0,41756.0,1,y,,15,3,1,full time,1,,2,3,21,,13,3,16060.0,1984,192720.0, manager     research & development ,,True,
45,no,travel rarely,556.2566609977324,,8,4,,1,122,4,0,69.53208262471655,3,2, research scientist ,4,unknown,4492.84,11681.39,9,y,no,14,3,1,part time,2,12.0,3,3,10,,9,8,4492.84,1978,53914.11,,,True,
30,no,travel rarely,556.2566609977324, sales ,5,3,marketing,1,123,4,1,69.53208262471655,2,2, sales executive ,3,unknown,4492.84,11681.39,1,,,13,3,3,,3,10.0,2,3,10,,1,2,4492.84,1993,53914.08, sales executive     sales ,,True,53914.08
31,no,,1032.4872861766066,,7,4,medical,1,124,3,1,129.06091077207583,3,3, manufacturing director ,4,unknown,8339.32,21682.23,1,y,,14,3,3,part time,0,11.0,2,2,11,,4,10,8339.32,1992,100071.84,,,False,
36,no,,1032.4872861766066,,3,4,medical,1,125,1,0,129.06091077207583,2,3, sales executive ,4,married,8339.32,21682.23,4,y,no,11,3,1,part time,1,16.0,2,3,13,,1,12,8339.32,1987,100071.84,,,True,
36,no,travel rarely,1032.4872861766066,,2,2,,1,126,2,0,129.06091077207583,2,3, sales executive ,3,married,8339.32,21682.23,1,,,13,3,2,part time,2,10.0,2,3,10,,9,0,,1987,100071.84,,,True,
55,no,travel rarely,1582.7713464696226,,18,5,,1,127,1,1,197.8464183087028,3,4, manager ,2,single,12783.92,33238.2,3,y,no,23,4,4,full time,0,37.0,2,3,10,,7,7,12783.92,1968,153407.07,,,True,
35,no,,556.2566609977324,,1,3,,1,128,2,0,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,9,y,,11,3,3,part time,0,15.0,2,3,11,,6,9,4492.84,1988,53914.11,,,True,
42,no,travel rarely,1032.4872861766066,,24,3,medical,1,129,4,0,129.06091077207583,3,3, manufacturing director ,1,married,8339.32,21682.23,1,,,21,4,4,part time,1,10.0,5,2,10,,5,8,8339.32,1981,100071.84,,,False,
52,no,travel rarely,575.4047619047619,,6,2,,1,130,4,0,71.92559523809524,3,2, research scientist ,1,divorced,4647.5,12083.5,3,y,yes,12,,2,full time,2,18.0,3,3,10,,6,9,4647.5,1971,55770.0,,,True,
49,no,,1973.9841269841268,,18,4,life sciences,1,131,4,0,246.74801587301585,2,5, research director ,3,unknown,15943.718333333332,41453.67,1,,yes,17,3,3,full time,1,,5,3,31,,0,9,,1974,191324.62,,,True,
34,no,travel rarely,277.6428571428572, research & development ,1,5,,1,132,2,0,34.70535714285715,3,1, research scientist ,4,married,2242.5,5830.5,1,,no,12,3,4,part time,1,,4,2,10,,8,8,2242.5,1989,26910.0, research scientist     research & development ,,True,
33,yes,travel rarely,290.03550973654063,,1,4,other,1,133,4,0,36.25443871706758,3,1, research scientist ,4,single,2342.59,6090.75,1,y,,13,3,3,part time,0,10.0,2,2,10,,7,8,2342.59,1990,28111.13,,,False,
33,no,,1032.4872861766066, research & development ,7,3,medical,1,134,3,0,129.06091077207583,3,3, research director ,3,married,8339.32,21682.23,0,,no,11,3,4,,0,,3,4,13,,3,7,8339.32,1990,100071.84, research director     research & development ,,True,100071.84
53,no,travel rarely,1582.7713464696226,,23,4,,1,135,4,1,197.84641830870282,3,4, research director ,4,unknown,12783.92,33238.2,6,y,no,18,3,3,full time,0,33.0,0,3,12,,3,8,12783.92,1970,153407.07,,,True,
49,no,travel rarely,763.8015873015873,,8,2,other,1,136,1,1,95.47519841269842,3,3, laboratory technician ,2,married,6169.17,16039.83,4,,,11,3,3,part time,1,29.0,3,2,26,,1,7,6169.17,1974,74030.0,,,False,
35,no,,1032.4872861766066,,21,4,,1,137,21,0,129.06091077207583,3,3, sales executive ,4,unknown,8339.32,21682.23,6,y,,13,3,2,part time,1,,2,3,10,,0,8,,1988,100071.84,,,False,
38,no,travel rarely,910.3095238095236,,17,1,life sciences,1,138,3,1,113.78869047619048,2,3, healthcare representative ,3,married,7352.5,19116.5,0,,,18,3,1,part time,1,20.0,4,2,19,,1,9,7352.5,1985,88230.0,,,False,
46,no,,1582.7713464696226, sales ,3,1,marketing,1,139,1,0,197.84641830870282,3,4, manager ,3,married,12783.92,33238.2,3,y,no,12,3,4,full time,1,,3,3,12,,4,9,12783.92,1977,153407.07, manager     sales ,,False,
36,no,non travel,556.2566609977324,,18,4,,1,140,1,0,69.53208262471655,3,2, manufacturing director ,4,single,4492.84,11681.39,2,y,,20,4,1,part time,0,18.0,0,3,11,,0,9,4492.84,1987,53914.11,,,False,
42,yes,travel frequently,1582.7713464696226,,15,3,life sciences,1,141,15,0,197.84641830870282,3,4, sales executive ,1,single,12783.9225,33238.2,0,,,12,,2,full time,0,,2,2,21,,13,14,,1981,153407.07,,,True,
34,no,travel frequently,556.2566609977324,,1,3,,1,142,4,0,69.53208262471655,2,2, healthcare representative ,1,single,4492.84,11681.39,0,,no,20,4,3,,0,14.0,3,3,13,,4,9,4492.84,1989,53914.08,,,True,53914.08
30,no,travel rarely,369.2619047619048, research & development ,1,3,medical,1,143,4,0,46.1577380952381,3,1, research scientist ,2,unknown,2982.5,7754.5,0,,yes,21,4,1,,1,12.0,2,3,11,,5,7,2982.5,1993,35790.0, research scientist     research & development ,,True,
54,no,travel rarely,1834.3412698412696,,3,3,life sciences,1,144,4,0,229.2926587301587,3,4, research director ,4,married,14815.83,38521.17,3,,no,14,3,1,full time,0,36.0,2,3,10,,0,9,14815.83,1969,177790.0,,,True,
31,no,travel rarely,556.2566609977324,,24,3,medical,1,145,3,1,69.53208262471655,2,2, healthcare representative ,1,single,4492.84,11681.39,1,,no,19,,2,part time,0,10.0,2,3,10,,1,8,4492.84,1992,53914.11,,,False,
44,no,,1879.119047619048,,5,3,,1,146,2,0,234.889880952381,3,5, manager ,2,married,15177.5,39461.5,7,,no,11,3,3,full time,1,26.0,5,3,22,,3,10,15177.5,1979,182130.0,,,True,
55,no,non travel,1400.8015873015877,,8,1,,1,147,4,0,175.10019841269843,2,4, healthcare representative ,2,divorced,11314.166666666666,29416.83,1,y,yes,15,3,4,full time,1,,3,3,33,,15,0,,1968,135770.0,,,False,
44,no,travel rarely,1979.920634920635,,4,2,life sciences,1,148,3,0,247.49007936507937,4,5, manager ,1,divorced,15991.67,41578.33,1,y,no,14,3,4,full time,2,,4,2,25,,14,13,15991.67,1979,191900.0,,,False,
34,no,travel frequently,556.2566609977324, human resources ,11,3,life sciences,1,149,3,0,69.53208262471655,2,2, human resources ,2,unknown,4492.84,11681.39,4,y,no,11,3,4,,2,14.0,5,4,10,,1,8,4492.84,1989,53914.08, human resources     human resources ,,True,53914.08
39,no,,1766.65873015873,,13,4,,1,150,3,1,220.8323412698413,2,4, manager ,2,divorced,14269.166666666666,37099.83,6,,yes,13,3,4,full time,2,,4,3,19,,15,2,,1984,171230.0,,,False,
55,no,travel rarely,1979.6111111111115,,2,2,medical,1,151,4,1,247.45138888888894,1,5, manager ,3,unknown,15989.17,41571.83,4,y,,14,,4,full time,1,23.0,5,3,19,,9,11,15989.17,1968,191870.0,,,True,
51,no,,1582.7713464696226,,5,3,life sciences,1,152,3,0,197.8464183087028,3,4, manager ,2,unknown,12783.92,33238.2,1,y,,11,3,2,full time,1,,2,3,33,,0,10,12783.92,1972,153407.07,,,True,
58,yes,,1032.571428571429,,14,4,medical,1,153,14,1,129.0714285714286,2,3, manufacturing director ,1,married,8340.0,21684.0,7,y,,14,3,4,,0,,0,2,10,,5,9,8340.0,1965,100080.0,,,True,100080.0
48,no,,1032.4872861766066,,4,3,life sciences,1,154,4,0,129.06091077207583,3,3, manufacturing director ,4,single,8339.32,21682.23,1,y,no,11,3,3,part time,0,11.0,2,3,10,,0,8,8339.32,1975,100071.84,,,True,
29,no,travel rarely,824.1587301587302, human resources ,17,3,,1,155,2,0,103.01984126984128,2,3, human resources ,1,single,6656.67,17307.33,1,y,,13,3,1,part time,0,,3,2,10,,0,9,6656.67,1994,79880.0, human resources     human resources ,,False,
34,no,,556.2566609977324,,3,3,other,1,156,4,0,69.53208262471655,1,2, sales executive ,1,single,4492.84,11681.39,3,,no,18,,4,part time,0,15.0,2,3,13,,3,12,4492.84,1989,53914.11,,,True,
42,no,travel frequently,290.03550973654063,,9,2,,1,157,1,1,36.25443871706758,3,1, laboratory technician ,4,unknown,2342.59,6090.75,1,,,13,3,3,,0,12.0,3,3,12,,5,8,2342.59,1981,28111.08,,,True,28111.08
57,no,travel rarely,556.2566609977324,,1,2,life sciences,1,158,2,0,69.53208262471655,4,2, research scientist ,3,married,4492.84,11681.39,0,,no,24,4,1,part time,1,13.0,2,2,12,,2,8,4492.84,1966,53914.11,,,True,
34,yes,travel rarely,556.2566609977324,,24,4,,1,159,1,1,69.53208262471655,2,2, sales executive ,2,single,4492.8425,11681.39,0,y,yes,23,4,3,part time,0,16.0,2,4,15,,10,10,,1989,53914.11,,,False,
54,no,travel frequently,1582.7713464696226,,11,4,medical,1,160,2,1,197.84641830870282,3,4, manager ,4,unknown,12783.92,33238.2,3,y,no,20,,1,,1,26.0,2,3,14,,1,12,12783.92,1969,153407.04,,,True,153407.04
34,no,travel rarely,730.7857142857142,,1,3,,1,161,4,0,91.34821428571428,2,3, sales executive ,3,unknown,5902.5,15346.5,1,y,,14,3,4,part time,0,,3,3,10,,8,6,5902.5,1989,70830.0,,,False,
29,no,,487.2936507936508,,3,1,medical,1,162,2,0,60.91170634920635,3,1, laboratory technician ,1,single,3935.83,10233.17,1,,,18,3,4,,0,,3,,10,,1,5,3935.83,1994,47229.96,,,True,47229.96
35,no,travel rarely,351.51587301587307,,28,3,life sciences,1,163,2,0,43.939484126984134,4,2, laboratory technician ,3,unknown,2839.17,7381.83,1,,,17,,4,part time,2,,3,2,10,,6,8,2839.17,1988,34070.0,,,True,
35,yes,,556.2566609977324,,12,4,other,1,164,4,0,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,3,,,24,4,1,part time,0,13.0,2,4,11,,6,7,4492.84,1988,53914.11,,,True,
34,no,travel rarely,302.1984126984127,,19,3,life sciences,1,165,2,1,37.77480158730159,2,1, research scientist ,4,married,2440.83,6346.17,1,,no,12,3,2,full time,0,10.0,3,3,10,,8,7,2440.83,1989,29290.0,,,True,
43,no,,556.2566609977324,,2,3,,1,166,4,0,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,1,y,yes,17,3,1,part time,1,10.0,3,3,10,,8,8,4492.84,1980,53914.11,,,False,
58,no,non travel,1582.7713464696226,,2,3,medical,1,167,2,0,197.8464183087028,3,4, manager ,2,divorced,12783.92,33238.2,4,,no,22,4,4,full time,1,37.0,0,2,16,,14,14,12783.92,1965,153407.07,,,True,
36,no,travel rarely,556.2566609977324, sales ,14,4,,1,168,14,1,69.53208262471655,2,2, sales executive ,3,married,4492.84,11681.39,1,,yes,13,3,1,part time,1,10.0,4,3,10,,1,7,4492.84,1987,53914.11, sales executive     sales ,,False,
43,no,travel rarely,1032.4872861766066,,11,3,life sciences,1,169,1,0,129.06091077207583,3,3, healthcare representative ,3,married,8339.32,21682.23,1,y,,17,3,2,part time,1,10.0,1,3,10,,0,9,8339.32,1980,100071.84,,,True,
55,no,,1973.9841269841268,,26,4,human resources,1,170,3,0,246.74801587301585,4,5, manager ,2,married,15943.718333333332,41453.67,4,,yes,18,3,1,full time,1,35.0,0,3,10,,1,4,,1968,191324.62,,,True,
42,no,,556.2566609977324, research & development ,23,2,,1,171,4,0,69.53208262471655,2,2, research scientist ,3,single,4492.8425,11681.39,1,y,,12,3,4,,0,20.0,2,3,20,,3,7,,1981,53914.11, research scientist     research & development ,,True,
40,no,,556.2566609977324,,11,3,technical degree,1,172,4,1,69.53208262471655,3,2, laboratory technician ,3,married,4492.84,11681.39,1,,,11,,1,,1,10.0,2,4,10,,9,4,4492.84,1983,53914.08,,,True,53914.08
56,yes,,290.03550973654063, research & development ,7,2,technical degree,1,173,4,0,36.25443871706758,3,1, laboratory technician ,3,married,2342.5941666666668,6090.75,8,y,no,11,3,4,part time,1,14.0,4,1,10,,9,8,,1967,28111.13, laboratory technician     research & development ,,True,
39,no,travel rarely,1241.2936507936508,,33,1,marketing,1,174,33,1,155.16170634920636,2,4, sales executive ,4,unknown,10025.83,26067.17,0,y,,11,3,1,full time,1,,2,2,20,,9,6,10025.83,1984,120310.0,,,True,
53,no,travel rarely,1591.6746031746031,,2,4,life sciences,1,175,1,1,198.9593253968254,2,4, manager ,4,married,12855.83,33425.17,2,,no,16,3,3,full time,0,,3,3,25,,3,7,12855.83,1970,154270.0,,,True,
27,no,travel frequently,1032.4872861766066,,8,3,,1,176,4,0,129.06091077207583,3,3, sales executive ,3,single,8339.32,21682.23,1,y,no,15,3,4,,0,9.0,0,3,9,,1,7,8339.32,1996,100071.84,,,False,100071.84
30,no,travel frequently,556.2566609977324,,1,2,,1,177,3,1,69.53208262471655,3,2, laboratory technician ,4,unknown,4492.84,11681.39,1,,,23,4,4,part time,0,12.0,2,,12,,3,7,4492.84,1993,53914.11,,,True,
35,no,,1032.4872861766066,,18,5,life sciences,1,178,2,0,129.06091077207583,3,3, sales executive ,1,married,8339.32,21682.23,1,y,,22,4,4,,1,9.0,3,2,9,,1,8,8339.32,1988,100071.84,,,True,100071.84
32,no,travel rarely,635.7619047619048, research & development ,1,3,medical,1,179,1,0,79.4702380952381,3,2, manufacturing director ,4,married,5135.0,13351.0,1,,yes,22,4,2,,1,9.0,3,3,9,,7,8,5135.0,1991,61620.0, manufacturing director     research & development ,,True,
30,no,travel rarely,528.8730158730159,,1,1,life sciences,1,180,4,0,66.10912698412699,2,2, laboratory technician ,4,married,4271.67,11106.33,1,,,12,3,3,part time,2,,1,,10,,3,0,4271.67,1993,51260.0,,,False,
46,yes,,992.436507936508, sales ,9,2,medical,1,181,3,0,124.0545634920635,2,3, sales executive ,4,unknown,8015.83,20841.17,1,,no,16,3,4,part time,0,9.0,3,3,9,,4,7,8015.83,1977,96190.0, sales executive     sales ,,False,
30,no,travel rarely,556.2566609977324,,4,2,,1,182,3,1,69.53208262471655,2,2, sales executive ,2,unknown,4492.84,11681.39,1,,yes,12,3,2,part time,3,11.0,4,2,11,,2,7,4492.84,1993,53914.11,,,False,
32,no,,516.9047619047619,,6,4,,1,183,2,0,64.61309523809524,3,2, sales executive ,3,single,4175.0,10855.0,1,y,no,16,3,1,,0,12.0,0,3,11,,5,7,4175.0,1991,50100.0,,,True,50100.0
35,no,travel rarely,1032.4872861766066,,37,5,marketing,1,184,3,0,129.06091077207583,3,3, sales executive ,2,married,8339.32,21682.23,1,y,,13,3,1,part time,2,,3,3,10,,0,6,8339.32,1988,100071.84,,,False,
32,no,,1032.4872861766066,,8,3,marketing,1,185,2,1,129.06091077207583,3,3, sales executive ,4,single,8339.32,21682.23,1,y,,14,3,4,part time,0,9.0,2,3,9,,3,7,8339.32,1991,100071.84,,,True,
41,no,travel rarely,290.03550973654063, research & development ,34,3,life sciences,1,186,1,0,36.25443871706758,3,1, research scientist ,3,divorced,2342.5941666666668,6090.75,4,y,no,12,3,1,part time,1,,2,3,9,,1,8,,1982,28111.13, research scientist     research & development ,,True,
40,no,travel rarely,1963.7222222222224,,4,1,medical,1,187,4,1,245.4652777777778,3,5, manager ,3,unknown,15860.83,41238.17,1,,no,14,3,2,full time,1,21.0,2,3,20,,9,9,15860.83,1983,190330.0,,,False,
45,no,,1582.7713464696226,,2,2,,1,188,1,0,197.84641830870282,2,4, manager ,4,married,12783.92,33238.2,9,y,no,23,4,4,,1,22.0,1,3,20,,11,8,12783.92,1978,153407.04,,,True,153407.04
32,yes,travel rarely,1073.015873015873,,4,4,,1,189,4,0,134.12698412698413,1,3, sales executive ,4,married,8666.67,22533.33,1,,no,11,3,3,full time,0,14.0,2,2,14,,9,8,8666.67,1991,104000.0,,,False,
30,no,non travel,1032.4872861766066, research & development ,1,1,life sciences,1,190,3,0,129.06091077207583,2,3, manufacturing director ,3,unknown,8339.32,21682.23,1,,no,22,4,3,part time,0,,2,3,11,,5,8,8339.32,1993,100071.84, manufacturing director     research & development ,,True,
37,no,,1032.4872861766066,,11,3,,1,191,2,0,129.06091077207583,3,3, research director ,4,unknown,8339.32,21682.23,1,,,14,3,3,part time,3,,1,3,10,,0,7,,1986,100071.84,,,True,
37,no,,288.1666666666667,,4,4,,1,192,1,0,36.020833333333336,3,1, sales representative ,4,divorced,2327.5,6051.5,4,,no,17,3,3,,1,13.0,2,3,9,,5,8,2327.5,1986,27930.0,,,False,27930.0
40,no,,556.2566609977324,,24,2,technical degree,1,193,1,0,69.53208262471655,3,2, research scientist ,4,unknown,4492.84,11681.39,1,y,no,17,3,1,,2,,3,3,9,,4,7,4492.84,1983,53914.08,,,False,53914.08
36,no,non travel,585.4126984126984,,24,4,,1,194,2,1,73.1765873015873,3,2, laboratory technician ,2,married,4728.33,12293.67,7,,,15,3,3,full time,1,11.0,3,3,9,,0,8,4728.33,1987,56740.0,,,True,
32,no,travel rarely,556.2566609977324,,7,3,life sciences,1,195,4,0,69.53208262471655,2,2, sales executive ,3,married,4492.84,11681.39,1,y,,14,3,3,part time,1,13.0,3,2,13,,4,8,4492.84,1991,53914.11,,,True,
38,no,,1032.4872861766066,,25,2,life sciences,1,196,1,1,129.06091077207583,2,3, research director ,2,unknown,8339.32,21682.23,3,y,,17,3,3,part time,1,,2,3,10,,0,1,,1985,100071.84,,,True,
30,no,travel rarely,556.2566609977324,,28,2,,1,197,4,1,69.53208262471655,3,2, research scientist ,4,married,4492.84,11681.39,1,,no,13,3,4,part time,2,11.0,2,3,10,,1,9,4492.84,1993,53914.11,,,True,
39,no,,1980.642857142857,,1,1,,1,198,2,0,247.5803571428572,3,5, manager ,3,unknown,15997.5,41593.5,1,,,14,3,3,full time,1,21.0,3,3,21,,1,6,,1984,191970.0,,,True,
60,no,,1973.9841269841268,,7,3,life sciences,1,199,1,1,246.74801587301585,3,5, manager ,1,unknown,15943.72,41453.67,5,,no,11,3,4,full time,0,33.0,5,1,29,,11,10,15943.72,1963,191324.62,,,True,
30,no,,867.9047619047619,,22,4,other,1,200,3,1,108.48809523809524,3,3, sales executive ,1,unknown,7010.0,18226.0,0,,,11,3,3,part time,0,10.0,3,3,9,,7,8,7010.0,1993,84120.0,,,True,
31,no,travel rarely,1032.4872861766066, research & development ,9,1,,1,201,3,0,129.06091077207583,3,3, manufacturing director ,2,divorced,8339.32,21682.23,1,y,no,25,4,4,part time,1,,6,4,13,,0,8,8339.32,1992,100071.84, manufacturing director     research & development ,,True,
33,yes,,345.42857142857144,,3,3,life sciences,1,202,1,0,43.17857142857143,3,1, research scientist ,1,single,2790.0,7254.0,1,y,yes,11,3,1,full time,0,,3,3,10,,9,7,2790.0,1990,33480.0,,,False,
50,no,,290.03550973654063,,28,1,medical,1,203,4,0,36.25443871706758,4,1, laboratory technician ,3,married,2342.59,6090.75,1,y,yes,11,,3,,3,20.0,3,3,20,,3,8,2342.59,1973,28111.08,,,True,28111.08
32,no,,547.7539682539682, research & development ,24,4,life sciences,1,204,1,0,68.46924603174602,3,2, laboratory technician ,4,unknown,4424.17,11502.83,1,,no,15,,4,part time,2,10.0,2,3,10,,4,7,4424.17,1991,53090.0, laboratory technician     research & development ,,True,
42,no,,556.2566609977324,,29,3,,1,205,2,0,69.53208262471655,3,2, manufacturing director ,2,unknown,4492.84,11681.39,1,,,13,3,4,,1,10.0,3,2,9,,7,8,4492.84,1981,53914.08,,,True,53914.08
49,yes,,789.6984126984128, sales ,11,3,marketing,1,206,3,1,98.7123015873016,3,3, sales executive ,4,married,6378.33,16583.67,1,,no,18,3,1,part time,2,,3,4,9,,7,7,6378.33,1974,76540.0, sales executive     sales ,,False,
27,no,,1321.4603174603176,,5,1,,1,207,3,0,165.1825396825397,2,3, research director ,4,divorced,10673.33,27750.67,1,,,16,3,2,full time,1,,3,3,9,,0,8,10673.33,1996,128080.0,,,True,
33,no,travel rarely,556.2566609977324,,1,3,medical,1,208,1,0,69.53208262471655,4,2, sales executive ,1,divorced,4492.84,11681.39,1,y,,22,,1,part time,1,9.0,5,3,9,,0,8,4492.84,1990,53914.11,,,True,
52,no,,1582.7713464696226, research & development ,26,4,,1,209,3,1,197.84641830870282,2,4, manufacturing director ,4,married,12783.92,33238.2,3,y,no,22,4,3,full time,0,31.0,3,3,9,,0,0,12783.92,1971,153407.07, manufacturing director     research & development ,,False,
32,no,,556.2566609977324,,5,2,life sciences,1,210,2,0,69.53208262471655,3,2, sales executive ,2,unknown,4492.84,11681.39,1,,no,14,3,4,part time,1,10.0,3,3,10,,5,3,4492.84,1991,53914.11,,,True,
36,no,,679.5079365079365,,14,1,life sciences,1,211,3,0,84.93849206349206,3,2, healthcare representative ,4,unknown,5488.33,14269.67,0,y,,17,3,1,full time,1,,2,2,16,,4,11,5488.33,1987,65860.0,,,False,
31,no,non travel,556.2566609977324, sales ,20,2,,1,212,4,1,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,1,,,13,3,4,,1,,2,2,9,,0,0,4492.84,1992,53914.11, sales executive     sales ,,False,
36,no,travel rarely,259.8968253968254,,2,4,medical,1,213,3,0,32.48710317460318,3,1, laboratory technician ,3,single,2099.17,5457.83,4,y,no,21,4,3,part time,0,,6,3,11,,3,9,2099.17,1987,25190.0,,,True,
52,no,,1764.1825396825398,,1,2,life sciences,1,214,4,0,220.52281746031747,3,4, manager ,4,married,14249.166666666666,37047.83,2,,,15,3,2,full time,1,26.0,2,,9,,7,8,,1971,170990.0,,,True,
33,no,non travel,1582.7713464696226,,17,3,,1,215,4,0,197.84641830870282,3,4, manager ,3,single,12783.92,33238.2,1,,,11,3,4,full time,0,10.0,2,3,10,,6,0,12783.92,1990,153407.07,,,False,
45,no,non travel,556.2566609977324,,23,2,life sciences,1,216,4,0,69.53208262471655,3,2, laboratory technician ,1,unknown,4492.84,11681.39,1,,yes,15,3,3,part time,1,9.0,2,3,9,,0,8,4492.84,1978,53914.11,,,True,
36,no,travel rarely,1032.4872861766066, research & development ,12,5,,1,217,4,1,129.06091077207583,2,3, manufacturing director ,4,unknown,8339.32,21682.23,0,y,,11,3,2,part time,0,15.0,2,2,14,,7,8,8339.32,1987,100071.84, manufacturing director     research & development ,,True,
