age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,edad_temp
45,no,unknown,556.2566609977324, sales ,9,4,life sciences,1,96,2,female,69.53208262471655,2,2, sales executive ,3,married,4492.84,11681.39,1,True,unknown,13,3,4,part time,1,15.0,2,3,15,,4,12,4492.84,1970-01-01 00:00:00.000001978,53914.11, sales executive     sales ,,False,55
33,no,unknown,290.03550973654063, research & development ,9,3,medical,1,97,1,male,36.25443871706758,3,1, research scientist ,4,married,2342.5941666666668,6090.75,0,True,unknown,13,3,2,unknown,1,15.0,5,3,14,,4,10,2342.5941666666668,1970-01-01 00:00:00.000001990,28111.13, research scientist     research & development ,,False,55
36,no,travel frequently,380.9206349206349,unknown,3,3,unknown,1,98,3,male,47.61507936507936,3,1, research scientist ,2,married,3076.67,7999.33,1,True,no,12,3,3,full time,0,12.0,2,2,11,,0,7,3076.67,1970-01-01 00:00:00.000001987,36920.0,unknown,,False,55
45,yes,unknown,1973.9841269841268,unknown,13,3,marketing,1,99,1,female,246.74801587301585,1,5, manager ,2,unknown,15943.72,41453.67,2,True,yes,16,3,1,full time,0,26.0,2,3,24,,1,11,15943.72,1970-01-01 00:00:00.000001978,191324.62,unknown,,True,55
51,no,travel frequently,2047.7063492063487,unknown,27,3,unknown,1,100,2,male,255.96329365079364,3,5, manager ,2,unknown,16539.166666666668,43001.83,4,True,yes,24,3,1,full time,1,,5,2,29,,11,10,16539.166666666668,1970-01-01 00:00:00.000001972,198470.0,unknown,,False,55
34,no,travel rarely,238.12698412698413,unknown,7,2,technical degree,1,101,2,male,29.765873015873016,3,1, sales representative ,3,unknown,1923.3333333333333,5000.67,0,True,yes,25,4,2,part time,1,12.0,4,3,11,,5,7,1923.3333333333333,1970-01-01 00:00:00.000001989,23080.0,unknown,,False,55
43,no,travel rarely,1582.7713464696226, research & development ,15,2,unknown,1,102,3,male,197.84641830870282,2,4, research director ,3,unknown,12783.9225,33238.2,1,True,no,24,4,1,full time,1,,3,3,14,,6,11,12783.9225,1970-01-01 00:00:00.000001980,153407.07, research director     research & development ,,True,55
34,no,unknown,556.2566609977324,unknown,5,2,medical,1,103,2,male,69.53208262471655,2,2, laboratory technician ,4,unknown,4492.84,11681.39,1,True,no,14,3,3,part time,1,,3,3,15,,4,13,4492.84,1970-01-01 00:00:00.000001989,53914.11,unknown,,False,55
38,no,unknown,290.03550973654063,unknown,2,3,unknown,1,104,1,male,36.25443871706758,3,1, human resources ,2,divorced,2342.59,6090.75,5,True,no,13,3,4,part time,3,13.0,3,3,11,,3,8,2342.59,1970-01-01 00:00:00.000001985,28111.13,unknown,,True,55
48,no,unknown,1973.9841269841268,unknown,10,3,unknown,1,105,4,male,246.74801587301585,2,5, research director ,2,unknown,15943.718333333332,41453.67,4,True,no,12,3,4,full time,0,29.0,3,3,22,,12,9,15943.718333333332,1970-01-01 00:00:00.000001975,191324.62,unknown,,False,55
34,no,unknown,592.9444444444445, research & development ,22,4,other,1,106,3,male,74.11805555555556,2,2, research scientist ,4,married,4789.17,12451.83,1,True,yes,15,3,2,full time,0,16.0,3,3,15,,6,11,4789.17,1970-01-01 00:00:00.000001989,57470.0, research scientist     research & development ,,False,55
32,no,travel rarely,1075.2857142857142,unknown,31,4,unknown,1,107,3,female,134.41071428571428,3,3, sales executive ,4,unknown,8685.0,22581.0,1,True,no,19,3,3,full time,2,14.0,3,3,14,,5,7,8685.0,1970-01-01 00:00:00.000001991,104220.0,unknown,,True,55
29,no,travel rarely,1032.4872861766066,unknown,21,4,life sciences,1,108,2,female,129.06091077207583,4,3, manufacturing director ,1,divorced,8339.32,21682.23,1,True,no,11,3,3,unknown,1,10.0,1,3,10,,8,8,8339.32,1970-01-01 00:00:00.000001994,100071.84,unknown,,False,55
46,no,unknown,1032.4872861766066,unknown,1,3,medical,1,109,3,male,129.06091077207583,2,3, healthcare representative ,1,married,8339.32,21682.23,2,True,yes,13,3,3,unknown,1,21.0,5,2,10,,9,5,8339.32,1970-01-01 00:00:00.000001977,100071.84,unknown,,False,55
30,no,unknown,654.8492063492064, human resources ,9,3,unknown,1,110,3,male,81.8561507936508,3,2, human resources ,4,married,5289.17,13751.83,0,True,yes,19,3,4,full time,0,,2,1,11,,4,7,5289.17,1970-01-01 00:00:00.000001993,63470.0, human resources     human resources ,,False,55
45,no,unknown,242.25396825396828,unknown,9,3,life sciences,1,111,2,male,30.281746031746035,3,2, laboratory technician ,2,unknown,1956.67,5087.33,8,True,no,18,3,3,part time,1,20.0,2,3,17,,0,15,1956.67,1970-01-01 00:00:00.000001978,23480.0,unknown,,True,55
30,no,travel rarely,1032.4872861766066,unknown,5,3,unknown,1,112,2,female,129.06091077207583,3,3, sales executive ,4,unknown,8339.32,21682.23,2,True,no,12,3,3,part time,1,,2,3,10,,7,4,8339.32,1970-01-01 00:00:00.000001993,100071.84,unknown,,True,55
30,no,unknown,316.95238095238096,unknown,9,3,unknown,1,113,3,male,39.61904761904762,3,2, laboratory technician ,1,unknown,2560.0,6656.0,1,True,no,11,3,3,part time,2,12.0,4,3,12,,6,10,2560.0,1970-01-01 00:00:00.000001993,30720.0,unknown,,True,55
34,no,travel frequently,556.2566609977324,unknown,29,1,unknown,1,114,4,male,69.53208262471655,2,2, manufacturing director ,3,married,4492.84,11681.39,1,True,unknown,17,3,3,unknown,0,10.0,2,2,10,,1,9,4492.84,1970-01-01 00:00:00.000001989,53914.08,unknown,,False,55
51,no,travel rarely,1288.6507936507935,unknown,8,4,life sciences,1,115,2,male,161.0813492063492,2,3, research director ,2,married,10408.33,27061.67,5,True,no,16,3,4,full time,2,16.0,5,1,10,,4,7,10408.33,1970-01-01 00:00:00.000001972,124900.0,unknown,,False,55
34,no,unknown,556.2566609977324,unknown,39,4,life sciences,1,116,3,male,69.53208262471655,2,2, manufacturing director ,1,unknown,4492.84,11681.39,6,True,unknown,13,3,2,part time,1,13.0,3,3,11,,5,9,4492.84,1970-01-01 00:00:00.000001989,53914.11,unknown,,True,55
35,no,travel rarely,827.4603174603175,unknown,16,3,unknown,1,117,3,male,103.43253968253968,3,3, sales executive ,2,married,6683.33,17376.67,0,True,unknown,15,3,3,part time,2,12.0,3,2,11,,6,9,6683.33,1970-01-01 00:00:00.000001988,80200.0,unknown,,True,55
45,no,travel frequently,1032.4872861766066,unknown,7,3,life sciences,1,118,1,male,129.06091077207583,3,3, laboratory technician ,1,unknown,8339.32,21682.23,1,True,unknown,18,3,1,part time,1,24.0,2,3,24,,9,11,8339.32,1970-01-01 00:00:00.000001978,100071.84,unknown,,True,55
39,no,unknown,1760.9841269841272,unknown,10,1,unknown,1,119,3,male,220.1230158730159,3,4, manager ,1,married,14223.333333333334,36980.67,1,True,unknown,14,3,4,full time,0,21.0,3,3,21,,11,10,14223.333333333334,1970-01-01 00:00:00.000001984,170680.0,unknown,,True,55
31,no,unknown,922.6904761904764,unknown,7,2,unknown,1,120,3,female,115.33630952380955,2,3, manufacturing director ,3,married,7452.5,19376.5,1,True,no,24,4,1,part time,1,10.0,2,3,10,,8,9,7452.5,1970-01-01 00:00:00.000001992,89430.0,unknown,,False,55
39,no,unknown,1988.3809523809523, research & development ,7,2,unknown,1,121,3,male,248.54761904761904,2,5, manager ,4,married,16060.0,41756.0,1,True,unknown,15,3,1,full time,1,,2,3,21,,13,3,16060.0,1970-01-01 00:00:00.000001984,192720.0, manager     research & development ,,True,55
45,no,travel rarely,556.2566609977324,unknown,8,4,unknown,1,122,4,male,69.53208262471655,3,2, research scientist ,4,unknown,4492.84,11681.39,9,True,no,14,3,1,part time,2,12.0,3,3,10,,9,8,4492.84,1970-01-01 00:00:00.000001978,53914.11,unknown,,True,55
30,no,travel rarely,556.2566609977324, sales ,5,3,marketing,1,123,4,female,69.53208262471655,2,2, sales executive ,3,unknown,4492.84,11681.39,1,True,unknown,13,3,3,unknown,3,10.0,2,3,10,,1,2,4492.84,1970-01-01 00:00:00.000001993,53914.08, sales executive     sales ,,True,55
31,no,unknown,1032.4872861766066,unknown,7,4,medical,1,124,3,female,129.06091077207583,3,3, manufacturing director ,4,unknown,8339.32,21682.23,1,True,unknown,14,3,3,part time,0,11.0,2,2,11,,4,10,8339.32,1970-01-01 00:00:00.000001992,100071.84,unknown,,False,55
36,no,unknown,1032.4872861766066,unknown,3,4,medical,1,125,1,male,129.06091077207583,2,3, sales executive ,4,married,8339.32,21682.23,4,True,no,11,3,1,part time,1,16.0,2,3,13,,1,12,8339.32,1970-01-01 00:00:00.000001987,100071.84,unknown,,True,55
36,no,travel rarely,1032.4872861766066,unknown,2,2,unknown,1,126,2,male,129.06091077207583,2,3, sales executive ,3,married,8339.32,21682.23,1,True,unknown,13,3,2,part time,2,10.0,2,3,10,,9,0,8339.32,1970-01-01 00:00:00.000001987,100071.84,unknown,,True,55
55,no,travel rarely,1582.7713464696226,unknown,18,5,unknown,1,127,1,female,197.8464183087028,3,4, manager ,2,single,12783.92,33238.2,3,True,no,23,4,4,full time,0,37.0,2,3,10,,7,7,12783.92,1970-01-01 00:00:00.000001968,153407.07,unknown,,True,55
35,no,unknown,556.2566609977324,unknown,1,3,unknown,1,128,2,male,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,9,True,unknown,11,3,3,part time,0,15.0,2,3,11,,6,9,4492.84,1970-01-01 00:00:00.000001988,53914.11,unknown,,True,55
42,no,travel rarely,1032.4872861766066,unknown,24,3,medical,1,129,4,male,129.06091077207583,3,3, manufacturing director ,1,married,8339.32,21682.23,1,True,unknown,21,4,4,part time,1,10.0,5,2,10,,5,8,8339.32,1970-01-01 00:00:00.000001981,100071.84,unknown,,False,55
52,no,travel rarely,575.4047619047619,unknown,6,2,unknown,1,130,4,male,71.92559523809524,3,2, research scientist ,1,divorced,4647.5,12083.5,3,True,yes,12,3,2,full time,2,18.0,3,3,10,,6,9,4647.5,1970-01-01 00:00:00.000001971,55770.0,unknown,,True,55
49,no,unknown,1973.9841269841268,unknown,18,4,life sciences,1,131,4,male,246.74801587301585,2,5, research director ,3,unknown,15943.718333333332,41453.67,1,True,yes,17,3,3,full time,1,,5,3,31,,0,9,15943.718333333332,1970-01-01 00:00:00.000001974,191324.62,unknown,,True,55
34,no,travel rarely,277.6428571428572, research & development ,1,5,unknown,1,132,2,male,34.70535714285715,3,1, research scientist ,4,married,2242.5,5830.5,1,True,no,12,3,4,part time,1,,4,2,10,,8,8,2242.5,1970-01-01 00:00:00.000001989,26910.0, research scientist     research & development ,,True,55
33,yes,travel rarely,290.03550973654063,unknown,1,4,other,1,133,4,male,36.25443871706758,3,1, research scientist ,4,single,2342.59,6090.75,1,True,unknown,13,3,3,part time,0,10.0,2,2,10,,7,8,2342.59,1970-01-01 00:00:00.000001990,28111.13,unknown,,False,55
33,no,unknown,1032.4872861766066, research & development ,7,3,medical,1,134,3,male,129.06091077207583,3,3, research director ,3,married,8339.32,21682.23,0,True,no,11,3,4,unknown,0,,3,4,13,,3,7,8339.32,1970-01-01 00:00:00.000001990,100071.84, research director     research & development ,,True,55
53,no,travel rarely,1582.7713464696226,unknown,23,4,unknown,1,135,4,female,197.84641830870282,3,4, research director ,4,unknown,12783.92,33238.2,6,True,no,18,3,3,full time,0,33.0,0,3,12,,3,8,12783.92,1970-01-01 00:00:00.000001970,153407.07,unknown,,True,55
49,no,travel rarely,763.8015873015873,unknown,8,2,other,1,136,1,female,95.47519841269842,3,3, laboratory technician ,2,married,6169.17,16039.83,4,True,unknown,11,3,3,part time,1,29.0,3,2,26,,1,7,6169.17,1970-01-01 00:00:00.000001974,74030.0,unknown,,False,55
35,no,unknown,1032.4872861766066,unknown,21,4,unknown,1,137,2,male,129.06091077207583,3,3, sales executive ,4,unknown,8339.32,21682.23,6,True,unknown,13,3,2,part time,1,,2,3,10,,0,8,8339.32,1970-01-01 00:00:00.000001988,100071.84,unknown,,False,55
38,no,travel rarely,910.3095238095236,unknown,17,1,life sciences,1,138,3,female,113.78869047619048,2,3, healthcare representative ,3,married,7352.5,19116.5,0,True,unknown,18,3,1,part time,1,20.0,4,2,19,,1,9,7352.5,1970-01-01 00:00:00.000001985,88230.0,unknown,,False,55
46,no,unknown,1582.7713464696226, sales ,3,1,marketing,1,139,1,male,197.84641830870282,3,4, manager ,3,married,12783.92,33238.2,3,True,no,12,3,4,full time,1,,3,3,12,,4,9,12783.92,1970-01-01 00:00:00.000001977,153407.07, manager     sales ,,False,55
36,no,non travel,556.2566609977324,unknown,18,4,unknown,1,140,1,male,69.53208262471655,3,2, manufacturing director ,4,single,4492.84,11681.39,2,True,unknown,20,4,1,part time,0,18.0,0,3,11,,0,9,4492.84,1970-01-01 00:00:00.000001987,53914.11,unknown,,False,55
42,yes,travel frequently,1582.7713464696226,unknown,15,3,life sciences,1,141,1,male,197.84641830870282,3,4, sales executive ,1,single,12783.9225,33238.2,0,True,unknown,12,3,2,full time,0,,2,2,21,,13,14,12783.9225,1970-01-01 00:00:00.000001981,153407.07,unknown,,True,55
34,no,travel frequently,556.2566609977324,unknown,1,3,unknown,1,142,4,male,69.53208262471655,2,2, healthcare representative ,1,single,4492.84,11681.39,0,True,no,20,4,3,unknown,0,14.0,3,3,13,,4,9,4492.84,1970-01-01 00:00:00.000001989,53914.08,unknown,,True,55
30,no,travel rarely,369.2619047619048, research & development ,1,3,medical,1,143,4,male,46.1577380952381,3,1, research scientist ,2,unknown,2982.5,7754.5,0,True,yes,21,4,1,unknown,1,12.0,2,3,11,,5,7,2982.5,1970-01-01 00:00:00.000001993,35790.0, research scientist     research & development ,,True,55
54,no,travel rarely,1834.3412698412696,unknown,3,3,life sciences,1,144,4,male,229.2926587301587,3,4, research director ,4,married,14815.83,38521.17,3,True,no,14,3,1,full time,0,36.0,2,3,10,,0,9,14815.83,1970-01-01 00:00:00.000001969,177790.0,unknown,,True,55
31,no,travel rarely,556.2566609977324,unknown,24,3,medical,1,145,3,female,69.53208262471655,2,2, healthcare representative ,1,single,4492.84,11681.39,1,True,no,19,3,2,part time,0,10.0,2,3,10,,1,8,4492.84,1970-01-01 00:00:00.000001992,53914.11,unknown,,False,55
44,no,unknown,1879.119047619048,unknown,5,3,unknown,1,146,2,male,234.889880952381,3,5, manager ,2,married,15177.5,39461.5,7,True,no,11,3,3,full time,1,26.0,5,3,22,,3,10,15177.5,1970-01-01 00:00:00.000001979,182130.0,unknown,,True,55
55,no,non travel,1400.8015873015877,unknown,8,1,unknown,1,147,4,male,175.10019841269843,2,4, healthcare representative ,2,divorced,11314.166666666666,29416.83,1,True,yes,15,3,4,full time,1,,3,3,33,,15,0,11314.166666666666,1970-01-01 00:00:00.000001968,135770.0,unknown,,False,55
44,no,travel rarely,1979.920634920635,unknown,4,2,life sciences,1,148,3,male,247.49007936507937,4,5, manager ,1,divorced,15991.67,41578.33,1,True,no,14,3,4,full time,2,,4,2,25,,14,13,15991.67,1970-01-01 00:00:00.000001979,191900.0,unknown,,False,55
34,no,travel frequently,556.2566609977324, human resources ,11,3,life sciences,1,149,3,male,69.53208262471655,2,2, human resources ,2,unknown,4492.84,11681.39,4,True,no,11,3,4,unknown,2,14.0,5,4,10,,1,8,4492.84,1970-01-01 00:00:00.000001989,53914.08, human resources     human resources ,,True,55
39,no,unknown,1766.65873015873,unknown,13,4,unknown,1,150,3,female,220.8323412698413,2,4, manager ,2,divorced,14269.166666666666,37099.83,6,True,yes,13,3,4,full time,2,,4,3,19,,15,2,14269.166666666666,1970-01-01 00:00:00.000001984,171230.0,unknown,,False,55
55,no,travel rarely,1979.6111111111115,unknown,2,2,medical,1,151,4,female,247.45138888888894,1,5, manager ,3,unknown,15989.17,41571.83,4,True,unknown,14,3,4,full time,1,23.0,5,3,19,,9,11,15989.17,1970-01-01 00:00:00.000001968,191870.0,unknown,,True,55
51,no,unknown,1582.7713464696226,unknown,5,3,life sciences,1,152,3,male,197.8464183087028,3,4, manager ,2,unknown,12783.92,33238.2,1,True,unknown,11,3,2,full time,1,,2,3,33,,0,10,12783.92,1970-01-01 00:00:00.000001972,153407.07,unknown,,True,55
58,yes,unknown,1032.571428571429,unknown,14,4,medical,1,153,1,female,129.0714285714286,2,3, manufacturing director ,1,married,8340.0,21684.0,7,True,unknown,14,3,4,unknown,0,,0,2,10,,5,9,8340.0,1970-01-01 00:00:00.000001965,100080.0,unknown,,True,55
48,no,unknown,1032.4872861766066,unknown,4,3,life sciences,1,154,4,male,129.06091077207583,3,3, manufacturing director ,4,single,8339.32,21682.23,1,True,no,11,3,3,part time,0,11.0,2,3,10,,0,8,8339.32,1970-01-01 00:00:00.000001975,100071.84,unknown,,True,55
29,no,travel rarely,824.1587301587302, human resources ,17,3,unknown,1,155,2,male,103.01984126984128,2,3, human resources ,1,single,6656.67,17307.33,1,True,unknown,13,3,1,part time,0,,3,2,10,,0,9,6656.67,1970-01-01 00:00:00.000001994,79880.0, human resources     human resources ,,False,55
34,no,unknown,556.2566609977324,unknown,3,3,other,1,156,4,male,69.53208262471655,1,2, sales executive ,1,single,4492.84,11681.39,3,True,no,18,3,4,part time,0,15.0,2,3,13,,3,12,4492.84,1970-01-01 00:00:00.000001989,53914.11,unknown,,True,55
42,no,travel frequently,290.03550973654063,unknown,9,2,unknown,1,157,1,female,36.25443871706758,3,1, laboratory technician ,4,unknown,2342.59,6090.75,1,True,unknown,13,3,3,unknown,0,12.0,3,3,12,,5,8,2342.59,1970-01-01 00:00:00.000001981,28111.08,unknown,,True,55
57,no,travel rarely,556.2566609977324,unknown,1,2,life sciences,1,158,2,male,69.53208262471655,4,2, research scientist ,3,married,4492.84,11681.39,0,True,no,24,4,1,part time,1,13.0,2,2,12,,2,8,4492.84,1970-01-01 00:00:00.000001966,53914.11,unknown,,True,55
34,yes,travel rarely,556.2566609977324,unknown,24,4,unknown,1,159,1,female,69.53208262471655,2,2, sales executive ,2,single,4492.8425,11681.39,0,True,yes,23,4,3,part time,0,16.0,2,4,15,,10,10,4492.8425,1970-01-01 00:00:00.000001989,53914.11,unknown,,False,55
54,no,travel frequently,1582.7713464696226,unknown,11,4,medical,1,160,2,female,197.84641830870282,3,4, manager ,4,unknown,12783.92,33238.2,3,True,no,20,3,1,unknown,1,26.0,2,3,14,,1,12,12783.92,1970-01-01 00:00:00.000001969,153407.04,unknown,,True,55
34,no,travel rarely,730.7857142857142,unknown,1,3,unknown,1,161,4,male,91.34821428571428,2,3, sales executive ,3,unknown,5902.5,15346.5,1,True,unknown,14,3,4,part time,0,,3,3,10,,8,6,5902.5,1970-01-01 00:00:00.000001989,70830.0,unknown,,False,55
29,no,unknown,487.2936507936508,unknown,3,1,medical,1,162,2,male,60.91170634920635,3,1, laboratory technician ,1,single,3935.83,10233.17,1,True,unknown,18,3,4,unknown,0,,3,3,10,,1,5,3935.83,1970-01-01 00:00:00.000001994,47229.96,unknown,,True,55
35,no,travel rarely,351.51587301587307,unknown,28,3,life sciences,1,163,2,male,43.939484126984134,4,2, laboratory technician ,3,unknown,2839.17,7381.83,1,True,unknown,17,3,4,part time,2,,3,2,10,,6,8,2839.17,1970-01-01 00:00:00.000001988,34070.0,unknown,,True,55
35,yes,unknown,556.2566609977324,unknown,12,4,other,1,164,4,male,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,3,True,unknown,24,4,1,part time,0,13.0,2,4,11,,6,7,4492.84,1970-01-01 00:00:00.000001988,53914.11,unknown,,True,55
34,no,travel rarely,302.1984126984127,unknown,19,3,life sciences,1,165,2,female,37.77480158730159,2,1, research scientist ,4,married,2440.83,6346.17,1,True,no,12,3,2,full time,0,10.0,3,3,10,,8,7,2440.83,1970-01-01 00:00:00.000001989,29290.0,unknown,,True,55
43,no,unknown,556.2566609977324,unknown,2,3,unknown,1,166,4,male,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,1,True,yes,17,3,1,part time,1,10.0,3,3,10,,8,8,4492.84,1970-01-01 00:00:00.000001980,53914.11,unknown,,False,55
58,no,non travel,1582.7713464696226,unknown,2,3,medical,1,167,2,male,197.8464183087028,3,4, manager ,2,divorced,12783.92,33238.2,4,True,no,22,4,4,full time,1,37.0,0,2,16,,14,14,12783.92,1970-01-01 00:00:00.000001965,153407.07,unknown,,True,55
36,no,travel rarely,556.2566609977324, sales ,14,4,unknown,1,168,1,female,69.53208262471655,2,2, sales executive ,3,married,4492.84,11681.39,1,True,yes,13,3,1,part time,1,10.0,4,3,10,,1,7,4492.84,1970-01-01 00:00:00.000001987,53914.11, sales executive     sales ,,False,55
43,no,travel rarely,1032.4872861766066,unknown,11,3,life sciences,1,169,1,male,129.06091077207583,3,3, healthcare representative ,3,married,8339.32,21682.23,1,True,unknown,17,3,2,part time,1,10.0,1,3,10,,0,9,8339.32,1970-01-01 00:00:00.000001980,100071.84,unknown,,True,55
55,no,unknown,1973.9841269841268,unknown,26,4,human resources,1,170,3,male,246.74801587301585,4,5, manager ,2,married,15943.718333333332,41453.67,4,True,yes,18,3,1,full time,1,35.0,0,3,10,,1,4,15943.718333333332,1970-01-01 00:00:00.000001968,191324.62,unknown,,True,55
